,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
4146,製造課課長,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.18,全職,臺南,,,,,,,有苦說不出,常常加班,12 hr,1,1,負責產線管理，常常會...,第一年壓力最大，剛畢...
4147,資深製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.17,全職,新竹,,,,,,,有苦說不出,常常加班,11 hr,4,4,部門很多，有好有壞，...,有人適合有人不適合，...
4148,先進封裝整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.16,全職,臺中,,,,,,,有苦說不出,常常加班,12 hr,2,4,"帶產品,產品yiel...",TSMC 現在封裝大...
4149,設備製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.15,全職,臺南,,,,,,,平常心,賣肝拼經濟,13 hr,2,2,工時長沒什麼生活品質...,"缺錢可以來
有時忍..."
4150,製造課長,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.14,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,2,2,台積的 EBO 部門...,"碩士
工工、製造、..."
4151,資訊工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.14,全職,臺南,,,,,,,有苦說不出,偶爾加班,14 hr,1,12,工作忙碌，事情很多，...,忍耐為了錢，為了錢忍...
4152,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.12,全職,新竹,,,,,,,有苦說不出,很少加班,10 hr,1,1,就顧機台輪班，有事記...,就一個螺絲釘，壓力稍...
4153,黃光製成,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.11,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,2,2,黃光製成就是產線上有...,這個工作適合新鮮人，...
4154,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.11,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,14 hr,1,1,主要負責蝕刻機台的維...,建議在前3個月與學長...
4156,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.07,全職,新竹,,,,,,,想換工作了,常常加班,11 hr,3,3,"開門七件事
看看h...","耐操
不要犯錯
..."
4157,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.07,實習,臺南,,,,,,,非常開心,準時上下班,8 hr,1,1,參與各項人資準備的活...,暑期實習生，人資會帶...
4158,Mitd工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.07,全職,臺南,,,,,,,平常心,很少加班,10 hr,1,1,剛開始進來發現工作時...,可以考慮清楚是否能夠...
4159,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.06,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,每天基本都是很重複性...,建議心理素質高的再進...
4160,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.06,全職,臺南,,,,,,,非常開心,很少加班,8 hr,2,2,"高級作業員?
覺得...",覺得遇到好得同事和主...
4161,職員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.05,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,聽到前輩的薪水第1年...,gg只可以練抗壓性及...
4162,IT工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.05,全職,新竹,,,,,,,有苦說不出,常常加班,12 hr,1,1,標準的工廠文化，不能...,要來這間公司要思考清...
4163,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.04,全職,新竹,,,,,,,非常開心,常常加班,10 hr,2,5,機台發生突發狀況的時...,每天的事情主要是線上...
4164,研發製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.03,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,"雜事很多
SOP很...",比較需要記憶力反應力...
4165,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.05.02,全職,臺南,,,,,,,想換工作了,常常加班,14 hr,1,1,工作內容就是在維護半...,"台積電產能真的很多,..."
4166,黃光設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.30,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,1,修機台，固定MAIN...,新人第一年90萬 第...
4167,製造課長,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.29,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,15 hr,1,1,進來的話要有心理準備...,個人認為心理素質夠強...
4169,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.27,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,機台維修保養，機台要...,缺錢，沒有朋友，沒有...
4170,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.26,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,4,4,維持製程穩定、改善製...,心理抗壓素質要夠、要...
4171,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.26,全職,臺南,,,,,,,有苦說不出,常常加班,13 hr,1,1,管控線上製程促進良率...,建議對經濟有需求，且...
4172,製程整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.26,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,5,5,"升等看運氣, 只要是...",如果不知道自己要幹嘛...
4174,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.25,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,1,8.30 交接，開始...,如果想要錢的話，肯定...
4175,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.25,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,2,3,工作項目：處理產線生...,1. 需要有常態性加...
4176,IT 工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.24,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,8,上下游使用系統整合、...,1. 建議要來這單位...
4177,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.24,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,3,3,惡夢一場，裡面封閉，...,不推薦來設備健康檢查...
4178,職員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.24,全職,新竹,,,,,,,有苦說不出,常常加班,11 hr,1,1,工作環境就在工廠裡，...,目前升遷蠻難的，有大...
4179,CIM Engineer,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.23,全職,臺中,,,,,,,有苦說不出,常常加班,12 hr,3,3,CIM就是雷，老闆不...,建議不要去，建議不要...
4180,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.22,全職,新竹,,,,,,,還算愉快,常常加班,12 hr,2,2,無塵間工作，其他就是...,公司遠景很大，賺個1...
4181,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.22,全職,臺南,,,,,,,平常心,偶爾加班,12 hr,1,1,PVDEE，相對其他...,如果可以選擇，盡量遠...
4182,YED,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.21,全職,臺南,,,,,,,想換工作了,常常加班,12 hr,1,1,負責處理產線上的de...,加班費有無看課上風氣...
4183,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.15,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,1,常日班:照派工PM或...,希望確定了解工作情況...
4184,生產助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.13,全職,新竹,,,,,,,有苦說不出,常常加班,9 hr,2,7,獎金大概就是月薪12...,助工壓力不會大，但是...
4185,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.13,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,滿常加班的 沒事的時...,建議願意賣肝拚經濟的...
4186,擴散製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.11,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,1,工作內容就是不斷關注...,進來前三思，若你是指...
4187,資訊助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.09,全職,臺南,,,,,,,想換工作了,常常加班,10 hr,3,3,總之就是 IT He...,剛畢業來台積累積工作...
4188,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.09,全職,臺中,,,,,,,有苦說不出,常常加班,11 hr,1,4,"壓力大步驟非常快
...",新人想賺錢可以進來薪...
4189,暑假實習生,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.03,實習,新竹,,,,,,,還算愉快,偶爾加班,9 hr,1,1,每個實習生會負責一個...,台積人資也會在實習期...
4190,主任工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.04.02,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,11,15,Top down的無...,學歷要高一點，英文要...
4191,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.31,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,11 hr,4,4,輪班值班會耗掉你大量...,個人建議缺錢或欠債的...
4192,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.30,全職,新竹,,,,,,,平常心,常常加班,9 hr,1,1,1.SPC為 sta...,台積電製程工程師的主...
4193,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.30,全職,臺中,,,,,,,有苦說不出,常常加班,12 hr,1,1,薪水公道價，部門風氣...,誠信正直，志同道合，...
4195,製程整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.29,全職,臺南,,,,,,,有苦說不出,常常加班,11 hr,1,1,基本上整合與設備製程...,養好肝進來賣肝，網絡...
4196,layout,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.28,全職,新北,,,,,,,還算愉快,很少加班,8 hr,1,1,負責standard...,在裡面工作無法使用手...
4197,廠務工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.25,全職,臺南,,,,,,,還算愉快,偶爾加班,8 hr,1,1,基本上福利都還不錯，...,如果有拿到offer...
4198,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.24,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,14 hr,1,2,工時早上8點開始到晚...,工時14小時只是正常...
4199,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.24,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,13 hr,2,2,公司的環境真的很乾淨...,"雖然錢真的很多
但..."
4200,職員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.23,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,13 hr,1,1,"半導體產業日常
工...",要能接受高壓的工作狀...
4201,PE,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.22,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,3,3,當年就是賣肝心態進去...,如果只單純為了賺錢是...
4202,資深工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.20,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,6,9,整合相關，除日常處理...,公司愈龐大無效的管理...
4203,職員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.20,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,1,1,很看重部門，氣氛好的...,"PE的工時你會怕拉
..."
4204,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.19,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,13 hr,1,1,每天都有做不完的事情...,這份工作非常辛苦，需...
4205,製程整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.19,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,4,"環境封閉不能用手機
...","產線工作非常之操勞
..."
4206,生產技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.18,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,5,5,工作環境：屬於後段的...,建議：福利真的好，每...
4207,IT工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.17,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,1,工作要看是產線端還是...,如果想要有穩定的工作...
4208,製程整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.17,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,13 hr,3,4,貨主，解WAT， 解...,缺錢才來產線，太累了...
4209,ee,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.17,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,工時非常長，對於前要...,非常缺錢再進來，不然...
4210,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.15,實習,臺中,,,,,,,非常開心,準時上下班,8 hr,1,1,了解公司文化 並去了...,要準備好正確的心態 ...
4211,職員技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.15,全職,桃園,,,,,,,平常心,賣肝拼經濟,10 hr,5,5,做二休二，晶圓封裝測...,除了累還是累，需要新...
4212,職員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.14,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,1,主要負責產線穩定，要...,如果想要賺錢或存錢，...
4213,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.14,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,1,一堆大小事都是找設備...,不缺錢不要來 認真 ...
4214,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.09,全職,桃園,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,就是在無塵室，設備應...,真的很缺錢或者真的有...
4215,主任工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.08,全職,新竹,,,,,,,有苦說不出,常常加班,11 hr,4,4,研發還是無腦，每天隨...,建議大家要來可以先到...
4216,IT,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.06,全職,新竹,,,,,,,平常心,偶爾加班,10 hr,6,6,研發替代役進來第一年...,一度想轉去中華電信，...
4217,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.04,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,2,2,早上開會，檢討昨天晚...,坦白說，很累，抗壓性...
4218,日班技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.04,全職,新竹,,,,,,,平常心,常常加班,12 hr,5,5,1. 跨部門Co-w...,CIM就是工廠與IT...
4219,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.02,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,3,3,"工時很長
常常需要...","如果需要快速存錢
..."
4220,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.03.02,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,10 hr,2,10,技術員不像電視說的光...,充分做好覺悟，認真工...
4221,暑期實習生,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.28,實習,臺南,,,,,,,非常開心,準時上下班,8 hr,1,1,在設備部門擔任實習生...,非常推薦在校的碩士/...
4222,設備助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.27,全職,桃園,,,,,,,想換工作了,偶爾加班,10 hr,4,4,平時就是保養機台，值...,設備助工被凹的情形漸...
4223,DTP 數位IC設計,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.26,全職,新竹,,,,,,,還算愉快,偶爾加班,10 hr,1,1,三個月新人訓練，蠻完...,目前覺得還不錯，比起...
4224,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.24,全職,桃園,,,,,,,有苦說不出,賣肝拼經濟,12 hr,5,6,3個月輪一次班，做二...,可以趁年輕的時候來台...
4225,32工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.24,全職,臺中,,,,,,,有苦說不出,常常加班,13 hr,5,5,每天工時相當長，IT...,如果對職涯還沒有方向...
4226,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.23,全職,臺南,,,,,,,平常心,賣肝拼經濟,12 hr,3,3,"薪水待遇方面非常好
...","事情很多, 大家都很..."
4227,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.22,全職,新竹,,,,,,,有苦說不出,常常加班,11 hr,2,2,主管人很好，要進無塵...,大公司值得看看，累但...
4228,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.21,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,10 hr,5,0,工作步調很快一個月內...,其實底薪很底是靠分紅...
4229,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.20,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,0,顧機台，顧SPC c...,大部分的缺都不會是好...
4230,資深工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.19,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,9,0,IT 閒得很閒，不閒...,進了就別走，裡面覺得...
4231,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.19,全職,新竹,,,,,,,平常心,偶爾加班,12 hr,4,0,利用生產設備將晶片依...,其實做二休二的工作非...
4232,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.18,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,6,0,日常工作除了機台保養...,基本上如果很缺錢又有...
4233,RD,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.17,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,12,0,幾乎每天會一直rev...,半導體物理基礎要非常...
4234,製成,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.16,全職,新竹,,,,,,,想換工作了,偶爾加班,10 hr,1,0,上班很無聊，顧機台調...,面試不難，只要有學歷...
4235,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.15,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,上班坐在電腦前面顧機...,台積製程你知道的。黃...
4236,製程,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.14,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,12 hr,4,0,一直加班，缺錢可以迅...,跟研究所研究無關，需...
4237,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.14,全職,新竹,,,,,,,平常心,常常加班,14 hr,1,0,公司是屬於工作量2倍...,需要長時間加班，抗壓...
4238,EE-設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.13,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,11 hr,10,0,"機台疑難雜症解決,良...",新人滿一年年薪130...
4239,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.12,全職,新竹,,,,,,,平常心,常常加班,10 hr,1,0,部門是做智慧系統分析...,想進台積做厲害的ML...
4240,IT工程師 (31),TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.12,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,16 hr,1,0,MITD基本上就是要...,喜歡產線和ONCAL...
4241,資深工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.11,全職,新竹,,,,,,,平常心,常常加班,11 hr,10,0,"工作超多超趕, 做不...","如果可以選擇,沒有非..."
4242,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.11,全職,臺中,,,,,,,平常心,準時上下班,8 hr,1,0,我是f15a的實習生...,台積電是一個非常重視...
4243,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.09,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,每天就是撈chart...,建議要調整好自己的心...
4244,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.09,全職,臺南,,,,,,,有苦說不出,常常加班,12 hr,1,0,半導體設備保養與維修...,台積內部壓力很大，工...
4245,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.09,全職,臺南,,,,,,,有苦說不出,常常加班,12 hr,1,0,產線三寶工時普遍長，...,不要相信工作一定做滿...
4246,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.08,全職,新竹,,,,,,,平常心,常常加班,12 hr,1,0,記住自己負責的機台的...,雖然操很多，但錢也是...
4247,Intern,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.06,全職,新竹,,,,,,,還算愉快,很少加班,9 hr,1,0,做專案，主管很好會仔...,主動跟同事問問題，認...
4248,RD process engineer,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.05,全職,新竹,,,,,,,還算愉快,常常加班,9 hr,1,0,黃光RD pathf...,半導體廠就是離產線越...
4249,intern,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.05,全職,新竹,,,,,,,平常心,準時上下班,4 hr,1,0,內部軟體開發工作，因...,做軟體開發的話可能要...
4250,Recruiting Assistant,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.04,全職,新竹,,,,,,,有苦說不出,偶爾加班,8 hr,1,0,負責處理招募日常業務...,此職位是台積電為達政...
4251,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.04,全職,新竹,,,,,,,平常心,常常加班,9 hr,1,0,工時不太一定，任務繁...,基本上有了基礎概念後...
4252,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.04,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,0,如果是你應徵設備工程...,誠心推薦離產線越遠越...
4253,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.03,全職,新竹,,,,,,,平常心,偶爾加班,11 hr,8,0,管理原物料，針對公司...,工作時間偏長，但整體...
4254,資深設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.03,全職,臺中,,,,,,,平常心,很少加班,10 hr,7,0,薪水高於業界，而且分...,盡量配合學長的指示，...
4255,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.02,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,福利好，年薪高，但很...,進來要做好心裡準備，...
4256,良率精進研發工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.01,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,0,分兩組，一組顧def...,有覺悟的人可以來，很...
4257,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.02.01,全職,新竹,,,,,,,想換工作了,常常加班,10 hr,3,0,唯一的優點就是錢，學...,不缺錢真的不需要進來...
4258,廠務工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.30,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,5,0,台積電的廠務有四大系...,廠務工程師算是廠區內...
4259,設備,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.30,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,16 hr,1,0,"賣肝型工作
不斷學學...","祈求有好的學長
好的..."
4260,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.28,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,設備機台維修保養，大...,想要賺錢的可以來，薪...
4261,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.27,全職,新竹,,,,,,,平常心,常常加班,12 hr,1,0,需要有獨立解決問題能...,如果要存錢，這工作會...
4262,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.27,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,2,0,待在轉量產單位，真的...,台積有些部門非常操，...
4263,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.25,全職,新竹,,,,,,,平常心,賣肝拼經濟,12 hr,1,0,修機、改機、維護機台...,需要輪班，在裡面工作...
4264,PE,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.23,全職,臺中,,,,,,,還算愉快,常常加班,12 hr,1,0,"大公司制度完善
不過...","先把肝顧好QAQ
然..."
4265,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.22,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,2,0,工作項目: 良率提升...,很適合進來賺錢的公司...
4266,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.22,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,1,0,伙食費2400，員工...,研發類適合新人去磨練...
4267,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.21,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,1,0,公司福利不錯但工作內...,人生第一份工作建議不...
4268,RD工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.20,全職,新竹,,,,,,,想換工作了,常常加班,11 hr,1,0,1. 相比製程，工作...,適合已在台積電有數年...
4269,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.20,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,0,工作內容非常多雜事，...,適合很缺錢，非常耐操...
4270,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.19,全職,新竹,,,,,,,平常心,常常加班,12 hr,1,0,就像機器一樣做就對了...,裡面一堆國立大學的 ...
4271,CIM,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.17,全職,臺南,,,,,,,有苦說不出,偶爾加班,12 hr,1,0,維護系統產生報表，沒...,缺錢的可以來，就看你...
4272,黃光製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.16,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,11 hr,5,0,常常在解線上解決不了...,公司前景看好 畢竟半...
4273,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.15,全職,新北,,,,,,,有苦說不出,賣肝拼經濟,10 hr,1,0,同部門不同課的風氣，...,實際進來以後，跟外界...
4274,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.15,全職,臺南,,,,,,,有苦說不出,常常加班,12 hr,1,0,技術員的工作屬於單調...,身體不好的不要來，有...
4275,IT,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.15,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,1,0,IT為輔助工廠性質，...,領域知識很深，因為台...
4276,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.14,全職,新竹,,,,,,,平常心,常常加班,12 hr,1,0,因為我未滿一年主要就...,福利優，但工作時間不...
4277,IT,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.14,全職,新竹,,,,,,,平常心,很少加班,9 hr,1,0,公司福利十分完善 有...,要能接受無法帶手機進...
4278,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.14,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,14 hr,5,0,都是做些很瑣碎的da...,"如果想賺錢可以來,如..."
4279,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.12,全職,臺南,,,,,,,想換工作了,常常加班,12 hr,1,0,考績一般般的話分紅一...,工作強度蠻高的，中間...
4280,製造課長,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.11,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,0,四班二輪，做二休二(...,面試須表現得很積極很...
4281,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.10,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,6,0,"不只高工時, 工作壓...",有很想賺錢的動力再來...
4282,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.10,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,部門注重小細節，整體...,盡量讓自己跟上大家的...
4283,實習生,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.05,全職,新竹,,,,,,,還算愉快,很少加班,8 hr,1,0,IT部門實習生，主要...,實習生來說算是不錯的...
